,degree
Rana_berlandieri.ASV11567,1
Rana_berlandieri.ASV11569,1
Rana_berlandieri.ASV1157,1
Rana_berlandieri.ASV11575,1
Rana_berlandieri.ASV11577,1
Rana_berlandieri.ASV11584,1
Rana_berlandieri.ASV11588,1
Rana_berlandieri.ASV11592,1
Rana_berlandieri.ASV11595,1
Rana_berlandieri.ASV11601,1
Rana_berlandieri.ASV11605,1
Rana_berlandieri.ASV1162,1
Rana_berlandieri.ASV1163,1
Rana_berlandieri.ASV1173,1
Rana_berlandieri.ASV1175,1
Rana_berlandieri.ASV11764,1
Rana_berlandieri.ASV11765,1
Rana_berlandieri.ASV11773,1
Rana_berlandieri.ASV11774,1
Rana_berlandieri.ASV11776,1
Rana_berlandieri.ASV11779,1
Rana_berlandieri.ASV11784,1
Rana_berlandieri.ASV11786,1
Rana_berlandieri.ASV11788,1
Rana_berlandieri.ASV11789,1
Rana_berlandieri.ASV11790,1
Rana_berlandieri.ASV11796,1
Rana_berlandieri.ASV11798,1
Rana_berlandieri.ASV11800,1
Rana_berlandieri.ASV11803,1
Rana_berlandieri.ASV11808,1
Rana_berlandieri.ASV1181,1
Rana_berlandieri.ASV11810,1
Rana_berlandieri.ASV1192,1
Rana_berlandieri.ASV1203,1
Rana_berlandieri.ASV1211,1
Rana_berlandieri.ASV1214,1
Rana_berlandieri.ASV1217,1
Rana_berlandieri.ASV1221,1
Rana_berlandieri.ASV1226,1
Rana_berlandieri.ASV1229,1
Rana_berlandieri.ASV1232,1
Rana_berlandieri.ASV1233,1
Rana_berlandieri.ASV1234,1
Rana_berlandieri.ASV1235,1
Rana_berlandieri.ASV1236,1
Rana_berlandieri.ASV1237,1
Rana_berlandieri.ASV1238,1
Rana_berlandieri.ASV1239,1
Rana_berlandieri.ASV1240,1
Rana_berlandieri.ASV1242,1
Rana_berlandieri.ASV1244,1
Rana_berlandieri.ASV1246,1
Rana_berlandieri.ASV1252,1
Rana_berlandieri.ASV1255,1
Rana_berlandieri.ASV1260,1
Rana_berlandieri.ASV1263,1
Rana_berlandieri.ASV1264,1
Rana_berlandieri.ASV1265,1
Rana_berlandieri.ASV1278,1
Rana_berlandieri.ASV1279,1
Rana_berlandieri.ASV1287,1
Rana_berlandieri.ASV13,1
Rana_berlandieri.ASV1308,1
Rana_berlandieri.ASV1309,1
Rana_berlandieri.ASV131,1
Rana_berlandieri.ASV1310,1
Rana_berlandieri.ASV1311,1
Rana_berlandieri.ASV1320,1
Rana_berlandieri.ASV1321,1
Rana_berlandieri.ASV1323,1
Rana_berlandieri.ASV1332,1
Rana_berlandieri.ASV1334,1
Rana_berlandieri.ASV134,1
Rana_berlandieri.ASV1341,1
Rana_berlandieri.ASV1347,1
Rana_berlandieri.ASV1354,1
Rana_berlandieri.ASV1359,1
Rana_berlandieri.ASV1361,1
Rana_berlandieri.ASV1372,1
Rana_berlandieri.ASV1376,1
Rana_berlandieri.ASV1377,1
Rana_berlandieri.ASV1378,1
Rana_berlandieri.ASV1379,1
Rana_berlandieri.ASV1386,1
Rana_berlandieri.ASV1387,1
Rana_berlandieri.ASV139,1
Rana_berlandieri.ASV1390,1
Rana_berlandieri.ASV1399,1
Rana_berlandieri.ASV1402,1
Rana_berlandieri.ASV1411,1
Rana_berlandieri.ASV1413,1
Rana_berlandieri.ASV1416,1
Rana_berlandieri.ASV1417,1
Rana_berlandieri.ASV1424,1
Rana_berlandieri.ASV1426,1
Rana_berlandieri.ASV1427,1
Rana_berlandieri.ASV1428,1
Rana_berlandieri.ASV1437,1
Rana_berlandieri.ASV1443,1
Rana_berlandieri.ASV1445,1
Rana_berlandieri.ASV1451,1
Rana_berlandieri.ASV1452,1
Rana_berlandieri.ASV1460,1
Rana_berlandieri.ASV1461,1
Rana_berlandieri.ASV1463,1
Rana_berlandieri.ASV1465,1
Rana_berlandieri.ASV1466,1
Rana_berlandieri.ASV1476,1
Rana_berlandieri.ASV1477,1
Rana_berlandieri.ASV148,1
Rana_berlandieri.ASV1490,1
Rana_berlandieri.ASV1493,1
Rana_berlandieri.ASV1495,1
Rana_berlandieri.ASV15,1
Rana_berlandieri.ASV150,1
Rana_berlandieri.ASV151,1
Rana_berlandieri.ASV1514,1
Rana_berlandieri.ASV1517,1
Rana_berlandieri.ASV1519,1
Rana_berlandieri.ASV152,1
Rana_berlandieri.ASV1520,1
Rana_berlandieri.ASV1534,1
Rana_berlandieri.ASV1536,1
Rana_berlandieri.ASV1538,1
Rana_berlandieri.ASV1539,1
Rana_berlandieri.ASV1540,1
Rana_berlandieri.ASV1544,1
Rana_berlandieri.ASV1555,1
Rana_berlandieri.ASV1567,1
Rana_berlandieri.ASV1568,1
Rana_berlandieri.ASV1569,1
Rana_berlandieri.ASV1586,1
Rana_berlandieri.ASV1589,1
Rana_berlandieri.ASV1591,1
Rana_berlandieri.ASV1601,1
Rana_berlandieri.ASV1605,1
Rana_berlandieri.ASV1609,1
Rana_berlandieri.ASV1611,1
Rana_berlandieri.ASV1626,1
Rana_berlandieri.ASV1629,1
Rana_berlandieri.ASV1630,1
Rana_berlandieri.ASV1631,1
Rana_berlandieri.ASV1632,1
Rana_berlandieri.ASV1637,1
Rana_berlandieri.ASV1638,1
Rana_berlandieri.ASV1639,1
Rana_berlandieri.ASV165,1
Rana_berlandieri.ASV1651,1
Rana_berlandieri.ASV1652,1
Rana_berlandieri.ASV1658,1
Rana_berlandieri.ASV167,1
Rana_berlandieri.ASV1672,1
Rana_berlandieri.ASV1682,1
Rana_berlandieri.ASV1683,1
Rana_berlandieri.ASV1684,1
Rana_berlandieri.ASV1685,1
Rana_berlandieri.ASV1686,1
Rana_berlandieri.ASV1687,1
Rana_berlandieri.ASV1688,1
Rana_berlandieri.ASV1701,1
Rana_berlandieri.ASV1705,1
Rana_berlandieri.ASV1711,1
Rana_berlandieri.ASV1713,1
Rana_berlandieri.ASV1714,1
Rana_berlandieri.ASV1715,1
Rana_berlandieri.ASV1716,1
Rana_berlandieri.ASV173,1
Rana_berlandieri.ASV1733,1
Rana_berlandieri.ASV1738,1
Rana_berlandieri.ASV1755,1
Rana_berlandieri.ASV1756,1
Rana_berlandieri.ASV1758,1
Rana_berlandieri.ASV1760,1
Rana_berlandieri.ASV1771,1
Rana_berlandieri.ASV1785,1
Rana_berlandieri.ASV1786,1
Rana_berlandieri.ASV1789,1
Rana_berlandieri.ASV1803,1
Rana_berlandieri.ASV1804,1
Rana_berlandieri.ASV1805,1
Rana_berlandieri.ASV1814,1
Rana_berlandieri.ASV1827,1
Rana_berlandieri.ASV1829,1
Rana_berlandieri.ASV1842,1
Rana_berlandieri.ASV185,1
Rana_berlandieri.ASV1850,1
Rana_berlandieri.ASV1863,1
Rana_berlandieri.ASV1864,1
Rana_berlandieri.ASV1865,1
Rana_berlandieri.ASV1866,1
Rana_berlandieri.ASV1892,1
Rana_berlandieri.ASV1894,1
Rana_berlandieri.ASV1905,1
Rana_berlandieri.ASV1919,1
Rana_berlandieri.ASV194,1
Rana_berlandieri.ASV1941,1
Rana_berlandieri.ASV1942,1
Rana_berlandieri.ASV1969,1
Rana_berlandieri.ASV1970,1
Rana_berlandieri.ASV1975,1
Rana_berlandieri.ASV1997,1
Rana_berlandieri.ASV1998,1
Rana_berlandieri.ASV1999,1
Rana_berlandieri.ASV2001,1
Rana_berlandieri.ASV2002,1
Rana_berlandieri.ASV2003,1
Rana_berlandieri.ASV2004,1
Rana_berlandieri.ASV2005,1
Rana_berlandieri.ASV201,1
Rana_berlandieri.ASV2015,1
Rana_berlandieri.ASV2030,1
Rana_berlandieri.ASV2031,1
Rana_berlandieri.ASV2033,1
Rana_berlandieri.ASV2036,1
Rana_berlandieri.ASV2037,1
Rana_berlandieri.ASV2039,1
Rana_berlandieri.ASV2040,1
Rana_berlandieri.ASV2041,1
Rana_berlandieri.ASV2042,1
Rana_berlandieri.ASV2045,1
Rana_berlandieri.ASV2049,1
Rana_berlandieri.ASV2051,1
Rana_berlandieri.ASV2052,1
Rana_berlandieri.ASV2062,1
Rana_berlandieri.ASV2063,1
Rana_berlandieri.ASV2067,1
Rana_berlandieri.ASV2068,1
Rana_berlandieri.ASV2071,1
Rana_berlandieri.ASV2093,1
Rana_berlandieri.ASV2094,1
Rana_berlandieri.ASV2096,1
Rana_berlandieri.ASV2097,1
Rana_berlandieri.ASV2098,1
Rana_berlandieri.ASV2109,1
Rana_berlandieri.ASV211,1
Rana_berlandieri.ASV2127,1
Rana_berlandieri.ASV213,1
Rana_berlandieri.ASV2135,1
Rana_berlandieri.ASV2137,1
Rana_berlandieri.ASV2138,1
Rana_berlandieri.ASV2140,1
Rana_berlandieri.ASV2166,1
Rana_berlandieri.ASV2168,1
Rana_berlandieri.ASV2178,1
Rana_berlandieri.ASV2179,1
Rana_berlandieri.ASV2195,1
Rana_berlandieri.ASV2196,1
Rana_berlandieri.ASV2197,1
Rana_berlandieri.ASV2199,1
Rana_berlandieri.ASV2200,1
Rana_berlandieri.ASV2201,1
Rana_berlandieri.ASV2202,1
Rana_berlandieri.ASV2204,1
Rana_berlandieri.ASV2213,1
Rana_berlandieri.ASV2214,1
Rana_berlandieri.ASV223,1
Rana_berlandieri.ASV2235,1
Rana_berlandieri.ASV2236,1
Rana_berlandieri.ASV2237,1
Rana_berlandieri.ASV2238,1
Rana_berlandieri.ASV2239,1
Rana_berlandieri.ASV2240,1
Rana_berlandieri.ASV2242,1
Rana_berlandieri.ASV2251,1
Rana_berlandieri.ASV2275,1
Rana_berlandieri.ASV2276,1
Rana_berlandieri.ASV2280,1
Rana_berlandieri.ASV2281,1
Rana_berlandieri.ASV2282,1
Rana_berlandieri.ASV2284,1
Rana_berlandieri.ASV2299,1
Rana_berlandieri.ASV23,1
Rana_berlandieri.ASV2300,1
Rana_berlandieri.ASV2315,1
Rana_berlandieri.ASV2320,1
Rana_berlandieri.ASV2324,1
Rana_berlandieri.ASV2325,1
Rana_berlandieri.ASV2326,1
Rana_berlandieri.ASV2327,1
Rana_berlandieri.ASV2348,1
Rana_berlandieri.ASV237,1
Rana_berlandieri.ASV2370,1
Rana_berlandieri.ASV2372,1
Rana_berlandieri.ASV24,1
Rana_berlandieri.ASV2406,1
Rana_berlandieri.ASV2407,1
Rana_berlandieri.ASV2408,1
Rana_berlandieri.ASV2410,1
Rana_berlandieri.ASV2412,1
Rana_berlandieri.ASV2420,1
Rana_berlandieri.ASV2437,1
Rana_berlandieri.ASV2443,1
Rana_berlandieri.ASV2444,1
Rana_berlandieri.ASV245,1
Rana_berlandieri.ASV2479,1
Rana_berlandieri.ASV2485,1
Rana_berlandieri.ASV2487,1
Rana_berlandieri.ASV2489,1
Rana_berlandieri.ASV2490,1
Rana_berlandieri.ASV2508,1
Rana_berlandieri.ASV2524,1
Rana_berlandieri.ASV2527,1
Rana_berlandieri.ASV2528,1
Rana_berlandieri.ASV2529,1
Rana_berlandieri.ASV253,1
Rana_berlandieri.ASV2545,1
Rana_berlandieri.ASV255,1
Rana_berlandieri.ASV2562,1
Rana_berlandieri.ASV2567,1
Rana_berlandieri.ASV2574,1
Rana_berlandieri.ASV2575,1
Rana_berlandieri.ASV2576,1
Rana_berlandieri.ASV2579,1
Rana_berlandieri.ASV258,1
Rana_berlandieri.ASV2583,1
Rana_berlandieri.ASV2584,1
Rana_berlandieri.ASV2587,1
Rana_berlandieri.ASV2600,1
Rana_berlandieri.ASV2601,1
Rana_berlandieri.ASV2602,1
Rana_berlandieri.ASV2628,1
Rana_berlandieri.ASV2629,1
Rana_berlandieri.ASV2630,1
Rana_berlandieri.ASV2633,1
Rana_berlandieri.ASV2635,1
Rana_berlandieri.ASV2637,1
Rana_berlandieri.ASV2659,1
Rana_berlandieri.ASV2660,1
Rana_berlandieri.ASV2661,1
Rana_berlandieri.ASV268,1
Rana_berlandieri.ASV2688,1
Rana_berlandieri.ASV269,1
Rana_berlandieri.ASV2690,1
Rana_berlandieri.ASV2697,1
Rana_berlandieri.ASV2698,1
Rana_berlandieri.ASV2699,1
Rana_berlandieri.ASV270,1
Rana_berlandieri.ASV2700,1
Rana_berlandieri.ASV2701,1
Rana_berlandieri.ASV2703,1
Rana_berlandieri.ASV2704,1
Rana_berlandieri.ASV2705,1
Rana_berlandieri.ASV2706,1
Rana_berlandieri.ASV2717,1
Rana_berlandieri.ASV2719,1
Rana_berlandieri.ASV2744,1
Rana_berlandieri.ASV2753,1
Rana_berlandieri.ASV2754,1
Rana_berlandieri.ASV2757,1
Rana_berlandieri.ASV2758,1
Rana_berlandieri.ASV276,1
Rana_berlandieri.ASV28,1
Rana_berlandieri.ASV2816,1
Rana_berlandieri.ASV2817,1
Rana_berlandieri.ASV2818,1
Rana_berlandieri.ASV2819,1
Rana_berlandieri.ASV2820,1
Rana_berlandieri.ASV2822,1
Rana_berlandieri.ASV2823,1
Rana_berlandieri.ASV2825,1
Rana_berlandieri.ASV284,1
Rana_berlandieri.ASV285,1
Rana_berlandieri.ASV2862,1
Rana_berlandieri.ASV2875,1
Rana_berlandieri.ASV2876,1
Rana_berlandieri.ASV2878,1
Rana_berlandieri.ASV2879,1
Rana_berlandieri.ASV2880,1
Rana_berlandieri.ASV2883,1
Rana_berlandieri.ASV2884,1
Rana_berlandieri.ASV2885,1
Rana_berlandieri.ASV2886,1
Rana_berlandieri.ASV290,1
Rana_berlandieri.ASV291,1
Rana_berlandieri.ASV2910,1
Rana_berlandieri.ASV2911,1
Rana_berlandieri.ASV2930,1
Rana_berlandieri.ASV294,1
Rana_berlandieri.ASV2944,1
Rana_berlandieri.ASV2948,1
Rana_berlandieri.ASV2949,1
Rana_berlandieri.ASV2950,1
Rana_berlandieri.ASV2951,1
Rana_berlandieri.ASV2952,1
Rana_berlandieri.ASV2953,1
Rana_berlandieri.ASV2954,1
Rana_berlandieri.ASV2957,1
Rana_berlandieri.ASV296,1
Rana_berlandieri.ASV2967,1
Rana_berlandieri.ASV2970,1
Rana_berlandieri.ASV2971,1
Rana_berlandieri.ASV3007,1
Rana_berlandieri.ASV3010,1
Rana_berlandieri.ASV3011,1
Rana_berlandieri.ASV3017,1
Rana_berlandieri.ASV302,1
Rana_berlandieri.ASV3037,1
Rana_berlandieri.ASV3038,1
Rana_berlandieri.ASV3039,1
Rana_berlandieri.ASV3078,1
Rana_berlandieri.ASV3080,1
Rana_berlandieri.ASV3082,1
Rana_berlandieri.ASV3083,1
Rana_berlandieri.ASV309,1
Rana_berlandieri.ASV31,1
Rana_berlandieri.ASV310,1
Rana_berlandieri.ASV311,1
Rana_berlandieri.ASV3148,1
Rana_berlandieri.ASV3150,1
Rana_berlandieri.ASV3151,1
Rana_berlandieri.ASV3152,1
Rana_berlandieri.ASV3153,1
Rana_berlandieri.ASV3154,1
Rana_berlandieri.ASV3155,1
Rana_berlandieri.ASV3156,1
Rana_berlandieri.ASV3158,1
Rana_berlandieri.ASV3159,1
Rana_berlandieri.ASV316,1
Rana_berlandieri.ASV3167,1
Rana_berlandieri.ASV317,1
Rana_berlandieri.ASV3191,1
Rana_berlandieri.ASV3192,1
Rana_berlandieri.ASV3194,1
Rana_berlandieri.ASV3195,1
Rana_berlandieri.ASV3197,1
Rana_berlandieri.ASV3235,1
Rana_berlandieri.ASV3237,1
Rana_berlandieri.ASV3240,1
Rana_berlandieri.ASV3241,1
Rana_berlandieri.ASV3242,1
Rana_berlandieri.ASV3243,1
Rana_berlandieri.ASV3244,1
Rana_berlandieri.ASV3245,1
Rana_berlandieri.ASV3247,1
Rana_berlandieri.ASV3269,1
Rana_berlandieri.ASV3280,1
Rana_berlandieri.ASV3282,1
Rana_berlandieri.ASV3283,1
Rana_berlandieri.ASV332,1
Rana_berlandieri.ASV3325,1
Rana_berlandieri.ASV3327,1
Rana_berlandieri.ASV3349,1
Rana_berlandieri.ASV3350,1
Rana_berlandieri.ASV3351,1
Rana_berlandieri.ASV3352,1
Rana_berlandieri.ASV3354,1
Rana_berlandieri.ASV3355,1
Rana_berlandieri.ASV3357,1
Rana_berlandieri.ASV3358,1
Rana_berlandieri.ASV336,1
Rana_berlandieri.ASV3377,1
Rana_berlandieri.ASV3386,1
Rana_berlandieri.ASV3387,1
Rana_berlandieri.ASV3388,1
Rana_berlandieri.ASV3389,1
Rana_berlandieri.ASV3390,1
Rana_berlandieri.ASV3391,1
Rana_berlandieri.ASV3392,1
Rana_berlandieri.ASV3429,1
Rana_berlandieri.ASV3446,1
Rana_berlandieri.ASV3448,1
Rana_berlandieri.ASV3449,1
Rana_berlandieri.ASV3450,1
Rana_berlandieri.ASV3451,1
Rana_berlandieri.ASV3453,1
Rana_berlandieri.ASV3454,1
Rana_berlandieri.ASV3455,1
Rana_berlandieri.ASV3456,1
Rana_berlandieri.ASV3457,1
Rana_berlandieri.ASV3458,1
Rana_berlandieri.ASV346,1
Rana_berlandieri.ASV3494,1
Rana_berlandieri.ASV3495,1
Rana_berlandieri.ASV3497,1
Rana_berlandieri.ASV35,1
Rana_berlandieri.ASV350,1
Rana_berlandieri.ASV3553,1
Rana_berlandieri.ASV3554,1
Rana_berlandieri.ASV3558,1
Rana_berlandieri.ASV3559,1
Rana_berlandieri.ASV361,1
Rana_berlandieri.ASV362,1
Rana_berlandieri.ASV3638,1
Rana_berlandieri.ASV3649,1
Rana_berlandieri.ASV3662,1
Rana_berlandieri.ASV3664,1
Rana_berlandieri.ASV3665,1
Rana_berlandieri.ASV3668,1
Rana_berlandieri.ASV3669,1
Rana_berlandieri.ASV3670,1
Rana_berlandieri.ASV3674,1
Rana_berlandieri.ASV3675,1
Rana_berlandieri.ASV3702,1
Rana_berlandieri.ASV3703,1
Rana_berlandieri.ASV3705,1
Rana_berlandieri.ASV3706,1
Rana_berlandieri.ASV371,1
Rana_berlandieri.ASV372,1
Rana_berlandieri.ASV374,1
Rana_berlandieri.ASV375,1
Rana_berlandieri.ASV3774,1
Rana_berlandieri.ASV3780,1
Rana_berlandieri.ASV3783,1
Rana_berlandieri.ASV3784,1
Rana_berlandieri.ASV3785,1
Rana_berlandieri.ASV3787,1
Rana_berlandieri.ASV3788,1
Rana_berlandieri.ASV3820,1
Rana_berlandieri.ASV3821,1
Rana_berlandieri.ASV3822,1
Rana_berlandieri.ASV3823,1
Rana_berlandieri.ASV383,1
Rana_berlandieri.ASV384,1
Rana_berlandieri.ASV386,1
Rana_berlandieri.ASV3890,1
Rana_berlandieri.ASV3892,1
Rana_berlandieri.ASV39,1
Rana_berlandieri.ASV3908,1
Rana_berlandieri.ASV3909,1
Rana_berlandieri.ASV391,1
Rana_berlandieri.ASV3910,1
Rana_berlandieri.ASV3912,1
Rana_berlandieri.ASV3913,1
Rana_berlandieri.ASV3916,1
Rana_berlandieri.ASV3917,1
Rana_berlandieri.ASV3918,1
Rana_berlandieri.ASV3919,1
Rana_berlandieri.ASV394,1
Rana_berlandieri.ASV3945,1
Rana_berlandieri.ASV3950,1
Rana_berlandieri.ASV396,1
Rana_berlandieri.ASV3964,1
Rana_berlandieri.ASV3966,1
Rana_berlandieri.ASV3968,1
Rana_berlandieri.ASV400,1
Rana_berlandieri.ASV4037,1
Rana_berlandieri.ASV4042,1
Rana_berlandieri.ASV4044,1
Rana_berlandieri.ASV4045,1
Rana_berlandieri.ASV4046,1
Rana_berlandieri.ASV4047,1
Rana_berlandieri.ASV4083,1
Rana_berlandieri.ASV4086,1
Rana_berlandieri.ASV4088,1
Rana_berlandieri.ASV4089,1
Rana_berlandieri.ASV4090,1
Rana_berlandieri.ASV4091,1
Rana_berlandieri.ASV411,1
Rana_berlandieri.ASV4174,1
Rana_berlandieri.ASV4175,1
Rana_berlandieri.ASV4176,1
Rana_berlandieri.ASV4178,1
Rana_berlandieri.ASV4179,1
Rana_berlandieri.ASV4180,1
Rana_berlandieri.ASV4181,1
Rana_berlandieri.ASV4183,1
Rana_berlandieri.ASV4184,1
Rana_berlandieri.ASV4185,1
Rana_berlandieri.ASV4186,1
Rana_berlandieri.ASV4187,1
Rana_berlandieri.ASV4188,1
Rana_berlandieri.ASV4189,1
Rana_berlandieri.ASV4191,1
Rana_berlandieri.ASV4237,1
Rana_berlandieri.ASV4239,1
Rana_berlandieri.ASV4240,1
Rana_berlandieri.ASV425,1
Rana_berlandieri.ASV428,1
Rana_berlandieri.ASV43,1
Rana_berlandieri.ASV4308,1
Rana_berlandieri.ASV432,1
Rana_berlandieri.ASV4336,1
Rana_berlandieri.ASV4339,1
Rana_berlandieri.ASV4340,1
Rana_berlandieri.ASV4341,1
Rana_berlandieri.ASV4344,1
Rana_berlandieri.ASV4345,1
Rana_berlandieri.ASV4346,1
Rana_berlandieri.ASV4347,1
Rana_berlandieri.ASV4348,1
Rana_berlandieri.ASV4349,1
Rana_berlandieri.ASV435,1
Rana_berlandieri.ASV4350,1
Rana_berlandieri.ASV4351,1
Rana_berlandieri.ASV4352,1
Rana_berlandieri.ASV4353,1
Rana_berlandieri.ASV436,1
Rana_berlandieri.ASV4373,1
Rana_berlandieri.ASV4397,1
Rana_berlandieri.ASV4398,1
Rana_berlandieri.ASV4400,1
Rana_berlandieri.ASV4402,1
Rana_berlandieri.ASV4403,1
Rana_berlandieri.ASV441,1
Rana_berlandieri.ASV4493,1
Rana_berlandieri.ASV45,1
Rana_berlandieri.ASV4501,1
Rana_berlandieri.ASV4504,1
Rana_berlandieri.ASV4505,1
Rana_berlandieri.ASV4506,1
Rana_berlandieri.ASV4508,1
Rana_berlandieri.ASV4509,1
Rana_berlandieri.ASV451,1
Rana_berlandieri.ASV4510,1
Rana_berlandieri.ASV4511,1
Rana_berlandieri.ASV4512,1
Rana_berlandieri.ASV4513,1
Rana_berlandieri.ASV4514,1
Rana_berlandieri.ASV4515,1
Rana_berlandieri.ASV4516,1
Rana_berlandieri.ASV4517,1
Rana_berlandieri.ASV4518,1
Rana_berlandieri.ASV4519,1
Rana_berlandieri.ASV4521,1
Rana_berlandieri.ASV455,1
Rana_berlandieri.ASV4570,1
Rana_berlandieri.ASV4571,1
Rana_berlandieri.ASV46,1
Rana_berlandieri.ASV460,1
Rana_berlandieri.ASV461,1
Rana_berlandieri.ASV464,1
Rana_berlandieri.ASV467,1
Rana_berlandieri.ASV4687,1
Rana_berlandieri.ASV4688,1
Rana_berlandieri.ASV4697,1
Rana_berlandieri.ASV4698,1
Rana_berlandieri.ASV4699,1
Rana_berlandieri.ASV47,1
Rana_berlandieri.ASV4701,1
Rana_berlandieri.ASV4702,1
Rana_berlandieri.ASV4705,1
Rana_berlandieri.ASV4706,1
Rana_berlandieri.ASV4707,1
Rana_berlandieri.ASV4708,1
Rana_berlandieri.ASV4709,1
Rana_berlandieri.ASV4710,1
Rana_berlandieri.ASV4711,1
Rana_berlandieri.ASV4712,1
Rana_berlandieri.ASV4765,1
Rana_berlandieri.ASV4766,1
Rana_berlandieri.ASV4767,1
Rana_berlandieri.ASV4769,1
Rana_berlandieri.ASV4771,1
Rana_berlandieri.ASV4772,1
Rana_berlandieri.ASV4773,1
Rana_berlandieri.ASV4775,1
Rana_berlandieri.ASV480,1
Rana_berlandieri.ASV482,1
Rana_berlandieri.ASV483,1
Rana_berlandieri.ASV486,1
Rana_berlandieri.ASV487,1
Rana_berlandieri.ASV4879,1
Rana_berlandieri.ASV4887,1
Rana_berlandieri.ASV4889,1
Rana_berlandieri.ASV4890,1
Rana_berlandieri.ASV4891,1
Rana_berlandieri.ASV4892,1
Rana_berlandieri.ASV4893,1
Rana_berlandieri.ASV4894,1
Rana_berlandieri.ASV4895,1
Rana_berlandieri.ASV4896,1
Rana_berlandieri.ASV4897,1
Rana_berlandieri.ASV4898,1
Rana_berlandieri.ASV49,1
Rana_berlandieri.ASV4900,1
Rana_berlandieri.ASV4902,1
Rana_berlandieri.ASV4903,1
Rana_berlandieri.ASV4905,1
Rana_berlandieri.ASV4907,1
Rana_berlandieri.ASV4908,1
Rana_berlandieri.ASV491,1
Rana_berlandieri.ASV4910,1
Rana_berlandieri.ASV4912,1
Rana_berlandieri.ASV4915,1
Rana_berlandieri.ASV494,1
Rana_berlandieri.ASV4966,1
Rana_berlandieri.ASV4967,1
Rana_berlandieri.ASV4968,1
Rana_berlandieri.ASV4969,1
Rana_berlandieri.ASV4970,1
Rana_berlandieri.ASV499,1
Rana_berlandieri.ASV503,1
Rana_berlandieri.ASV5056,1
Rana_berlandieri.ASV5073,1
Rana_berlandieri.ASV5093,1
Rana_berlandieri.ASV5094,1
Rana_berlandieri.ASV5095,1
Rana_berlandieri.ASV5096,1
Rana_berlandieri.ASV5097,1
Rana_berlandieri.ASV5099,1
Rana_berlandieri.ASV5100,1
Rana_berlandieri.ASV5101,1
Rana_berlandieri.ASV5104,1
Rana_berlandieri.ASV5106,1
Rana_berlandieri.ASV5108,1
Rana_berlandieri.ASV5109,1
Rana_berlandieri.ASV5110,1
Rana_berlandieri.ASV5111,1
Rana_berlandieri.ASV5113,1
Rana_berlandieri.ASV516,1
Rana_berlandieri.ASV5167,1
Rana_berlandieri.ASV5170,1
Rana_berlandieri.ASV5171,1
Rana_berlandieri.ASV5172,1
Rana_berlandieri.ASV5173,1
Rana_berlandieri.ASV5174,1
Rana_berlandieri.ASV5175,1
Rana_berlandieri.ASV5176,1
Rana_berlandieri.ASV525,1
Rana_berlandieri.ASV5330,1
Rana_berlandieri.ASV5331,1
Rana_berlandieri.ASV5333,1
Rana_berlandieri.ASV5334,1
Rana_berlandieri.ASV5335,1
Rana_berlandieri.ASV5336,1
Rana_berlandieri.ASV5337,1
Rana_berlandieri.ASV5340,1
Rana_berlandieri.ASV5341,1
Rana_berlandieri.ASV5343,1
Rana_berlandieri.ASV5345,1
Rana_berlandieri.ASV539,1
Rana_berlandieri.ASV5409,1
Rana_berlandieri.ASV5412,1
Rana_berlandieri.ASV5413,1
Rana_berlandieri.ASV5414,1
Rana_berlandieri.ASV5415,1
Rana_berlandieri.ASV5417,1
Rana_berlandieri.ASV5418,1
Rana_berlandieri.ASV5419,1
Rana_berlandieri.ASV5420,1
Rana_berlandieri.ASV5421,1
Rana_berlandieri.ASV5423,1
Rana_berlandieri.ASV5426,1
Rana_berlandieri.ASV5428,1
Rana_berlandieri.ASV543,1
Rana_berlandieri.ASV546,1
Rana_berlandieri.ASV547,1
Rana_berlandieri.ASV550,1
Rana_berlandieri.ASV553,1
Rana_berlandieri.ASV5558,1
Rana_berlandieri.ASV5559,1
Rana_berlandieri.ASV5561,1
Rana_berlandieri.ASV5562,1
Rana_berlandieri.ASV5563,1
Rana_berlandieri.ASV5564,1
Rana_berlandieri.ASV5565,1
Rana_berlandieri.ASV5567,1
Rana_berlandieri.ASV5569,1
Rana_berlandieri.ASV5571,1
Rana_berlandieri.ASV5573,1
Rana_berlandieri.ASV5574,1
Rana_berlandieri.ASV5575,1
Rana_berlandieri.ASV5576,1
Rana_berlandieri.ASV5577,1
Rana_berlandieri.ASV5578,1
Rana_berlandieri.ASV5580,1
Rana_berlandieri.ASV5583,1
Rana_berlandieri.ASV5584,1
Rana_berlandieri.ASV5585,1
Rana_berlandieri.ASV564,1
Rana_berlandieri.ASV566,1
Rana_berlandieri.ASV5667,1
Rana_berlandieri.ASV567,1
Rana_berlandieri.ASV5670,1
Rana_berlandieri.ASV5671,1
Rana_berlandieri.ASV5672,1
Rana_berlandieri.ASV5673,1
Rana_berlandieri.ASV5676,1
Rana_berlandieri.ASV5677,1
Rana_berlandieri.ASV57,1
Rana_berlandieri.ASV576,1
Rana_berlandieri.ASV577,1
Rana_berlandieri.ASV5780,1
Rana_berlandieri.ASV58,1
Rana_berlandieri.ASV5835,1
Rana_berlandieri.ASV5836,1
Rana_berlandieri.ASV5837,1
Rana_berlandieri.ASV5838,1
Rana_berlandieri.ASV5839,1
Rana_berlandieri.ASV5840,1
Rana_berlandieri.ASV5842,1
Rana_berlandieri.ASV5844,1
